,restaurant_name,link_to_restaurant,category,review_count
2431,Palais de Wenzhou,https://www.yelp.fr/biz/palais-de-wenzhou-paris-2,Chinois,1
2432,Restaurant 890,https://www.yelp.fr/biz/restaurant-890-paris,Chinois,4
2433,Aux Gouts d’Asie,https://www.yelp.fr/biz/aux-gouts-d-asie-paris,Chinois,8
2434,Chez Ann,https://www.yelp.fr/biz/chez-ann-paris-3,Chinois,21
2435,M&Y Savor,https://www.yelp.fr/biz/m-et-y-savor-paris,Chinois,1
2436,Les Pâtes Vivantes,https://www.yelp.fr/biz/les-p%C3%A2tes-vivantes-paris-2,Chinois,160
2437,Traiteur Zhen Fa,https://www.yelp.fr/biz/traiteur-zhen-fa-paris,Chinois,2
2439,Elysées hong-kong,https://www.yelp.fr/biz/elys%C3%A9es-hong-kong-paris-2,Chinois,15
2440,Le Petit Dragon,https://www.yelp.fr/biz/le-petit-dragon-paris,Chinois,3
2441,Chez Shen,https://www.yelp.fr/biz/chez-shen-paris,Chinois,47
2442,Hong Kong,https://www.yelp.fr/biz/hong-kong-paris,Chinois,3
2443,Wang Lee,https://www.yelp.fr/biz/wang-lee-paris,Chinois,1
2444,Les Nouilles Fraiches,https://www.yelp.fr/biz/les-nouilles-fraiches-paris,Chinois,5
2445,Mum Dim Sum,https://www.yelp.fr/biz/mum-dim-sum-paris-3,Chinois,1
2446,Regal d’Asie,https://www.yelp.fr/biz/regal-d-asie-paris-3,Chinois,1
2447,Nezard,https://www.yelp.fr/biz/nezard-paris-2,Chinois,17
2448,Mandarin Saint-Cyr,https://www.yelp.fr/biz/mandarin-saint-cyr-paris,Chinois,15
2449,Lin Guo-Cheng,https://www.yelp.fr/biz/lin-guo-cheng-paris-2,Chinois,2
2450,Bangkok,https://www.yelp.fr/biz/bangkok-paris-3,Chinois,1
2451,Au Délice de Confucius,https://www.yelp.fr/biz/au-d%C3%A9lice-de-confucius-paris-13,Chinois,7
2452,Les Jardins de Mandchourie,https://www.yelp.fr/biz/les-jardins-de-mandchourie-paris,Chinois,42
2453,Le Grand Bol,https://www.yelp.fr/biz/le-grand-bol-paris,Chinois,6
2454,Le Palais de la Griserie,https://www.yelp.fr/biz/le-palais-de-la-griserie-paris,Chinois,9
2455,Restaurant Tarim,https://www.yelp.fr/biz/restaurant-tarim-paris,Chinois,11
2456,Nem Star,https://www.yelp.fr/biz/nem-star-paris,Chinois,5
2457,Chez LIN,https://www.yelp.fr/biz/chez-lin-paris-10,Chinois,3
2458,Diep,https://www.yelp.fr/biz/diep-paris-2,Chinois,71
2459,Qiao Jiang Nan,https://www.yelp.fr/biz/qiao-jiang-nan-paris-2,Chinois,7
2460,Royal Tching Tao,https://www.yelp.fr/biz/royal-tching-tao-paris,Chinois,1
2461,Obao,https://www.yelp.fr/biz/obao-paris,Chinois,3
2462,Restaurant Muqam,https://www.yelp.fr/biz/restaurant-muqam-paris,Chinois,11
2463,Restaurant Bienvenue,https://www.yelp.fr/biz/restaurant-bienvenue-paris,Chinois,2
2464,La Marmite de Boeuf,https://www.yelp.fr/biz/la-marmite-de-boeuf-paris,Chinois,4
2465,Mandarin Sorbonne,https://www.yelp.fr/biz/mandarin-sorbonne-paris,Chinois,5
2466,Mr Zhao,https://www.yelp.fr/biz/mr-zhao-paris,Chinois,2
2467,Mandarin de Ming,https://www.yelp.fr/biz/mandarin-de-ming-paris,Chinois,21
2468,Le Pacifique,https://www.yelp.fr/biz/le-pacifique-paris-2,Chinois,44
2469,Lamian,https://www.yelp.fr/biz/lamian-paris,Chinois,4
2470,Guo Xin,https://www.yelp.fr/biz/guo-xin-paris-2,Chinois,46
2471,Chez Ming,https://www.yelp.fr/biz/chez-ming-paris,Chinois,35
2472,Tafa,https://www.yelp.fr/biz/tafa-paris,Chinois,1
2473,Quatre Amis,https://www.yelp.fr/biz/quatre-amis-paris,Chinois,21
2474,Sin an kiang,https://www.yelp.fr/biz/sin-an-kiang-paris-2,Chinois,32
2476,Bar à Momos,https://www.yelp.fr/biz/bar-%C3%A0-momos-paris-2,Chinois,19
2477,Chez Mam,https://www.yelp.fr/biz/chez-mam-paris,Chinois,1
2478,Délice House,https://www.yelp.fr/biz/d%C3%A9lice-house-paris-2,Chinois,14
2479,Le Jardin,https://www.yelp.fr/biz/le-jardin-paris-4,Chinois,8
2480,Dao,https://www.yelp.fr/biz/dao-paris-2,Chinois,1
2481,La Maison du Bonheur,https://www.yelp.fr/biz/la-maison-du-bonheur-paris-2,Chinois,13
2482,Au Palais des Gobelins,https://www.yelp.fr/biz/au-palais-des-gobelins-paris,Chinois,1
2483,Au Petit Grain de Sel,https://www.yelp.fr/biz/au-petit-grain-de-sel-paris-2,Chinois,2
2484,21G Dumpling,https://www.yelp.fr/biz/21g-dumpling-paris,Chinois,3
2485,Davé,https://www.yelp.fr/biz/dav%C3%A9-paris-2,Chinois,6
2486,Les Pâtes Vivantes,https://www.yelp.fr/biz/les-p%C3%A2tes-vivantes-paris-6,Chinois,73
2487,Villa Broca,https://www.yelp.fr/biz/villa-broca-paris,Chinois,3
2488,Le Petit Pékin,https://www.yelp.fr/biz/le-petit-p%C3%A9kin-paris,Chinois,3
2489,Kum Po,https://www.yelp.fr/biz/kum-po-paris,Chinois,1
2490,Opéra Mandarin,https://www.yelp.fr/biz/op%C3%A9ra-mandarin-paris-5,Chinois,42
2491,Restaurant Hoi Chang,https://www.yelp.fr/biz/restaurant-hoi-chang-paris,Chinois,1
2492,Miam-Miam Cool,https://www.yelp.fr/biz/miam-miam-cool-paris,Chinois,2
2493,Soluxe 59,https://www.yelp.fr/biz/soluxe-59-paris-3,Chinois,1
2494,Chez Tran,https://www.yelp.fr/biz/chez-tran-paris-3,Chinois,3
2495,Pays des Neiges,https://www.yelp.fr/biz/pays-des-neiges-paris-3,Chinois,3
2496,La Table du Lamen,https://www.yelp.fr/biz/la-table-du-lamen-paris-2,Chinois,8
2497,La Cantine Chinoise Wenzhou,https://www.yelp.fr/biz/la-cantine-chinoise-wenzhou-paris-3,Chinois,11
2498,Saveurs de Chengdu,https://www.yelp.fr/biz/saveurs-de-chengdu-paris,Chinois,16
2499,KingNa,https://www.yelp.fr/biz/kingna-paris-2,Chinois,2
2500,La Pivoine Chinoise,https://www.yelp.fr/biz/la-pivoine-chinoise-paris,Chinois,8
2501,Chez Ann,https://www.yelp.fr/biz/chez-ann-paris-5,Chinois,37
2502,Madame Piment,https://www.yelp.fr/biz/madame-piment-paris,Chinois,1
2505,Hao Hao,https://www.yelp.fr/biz/hao-hao-paris,Chinois,61
2506,Star Wok,https://www.yelp.fr/biz/star-wok-paris,Chinois,2
2507,Elysées Miromesnil,https://www.yelp.fr/biz/elys%C3%A9es-miromesnil-paris-4,Chinois,6
2508,Gourmet Royal,https://www.yelp.fr/biz/gourmet-royal-paris,Chinois,3
2509,Le Bistro de pékin,https://www.yelp.fr/biz/le-bistro-de-p%C3%A9kin-paris-3,Chinois,15
2511,Le Lys d’Or,https://www.yelp.fr/biz/le-lys-d-or-paris,Chinois,58
2512,Hakka Home,https://www.yelp.fr/biz/hakka-home-paris,Chinois,6
2513,Le Chengdu,https://www.yelp.fr/biz/le-chengdu-paris,Chinois,3
2514,Xu Longhuan,https://www.yelp.fr/biz/xu-longhuan-paris,Chinois,4
2515,Kok Ping,https://www.yelp.fr/biz/kok-ping-paris-2,Chinois,59
2516,Kim Yang,https://www.yelp.fr/biz/kim-yang-paris,Chinois,2
2517,New Asia,https://www.yelp.fr/biz/new-asia-paris,Chinois,8
2518,Atelier Mala,https://www.yelp.fr/biz/atelier-mala-paris,Chinois,1
2519,Les Délices de Buci,https://www.yelp.fr/biz/les-d%C3%A9lices-de-buci-paris,Chinois,5
2520,Végé Saveurs,https://www.yelp.fr/biz/v%C3%A9g%C3%A9-saveurs-paris,Chinois,13
2521,Dou Di Zhu,https://www.yelp.fr/biz/dou-di-zhu-paris,Chinois,4
2522,Hong Kong Palace,https://www.yelp.fr/biz/hong-kong-palace-rueil-malmaison,Chinois,4
2523,Sucrepice,https://www.yelp.fr/biz/sucrepice-paris,Chinois,6
2524,Royal Fata,https://www.yelp.fr/biz/royal-fata-paris-2,Chinois,19
2526,Cathay Palace,https://www.yelp.fr/biz/cathay-palace-paris,Chinois,12
2527,La Table de Chine,https://www.yelp.fr/biz/la-table-de-chine-paris,Chinois,1
2528,Meyliwa,https://www.yelp.fr/biz/meyliwa-paris,Chinois,2
2529,Carnet de Route,https://www.yelp.fr/biz/carnet-de-route-paris,Chinois,6
2530,Traiteur Ju Bin,https://www.yelp.fr/biz/traiteur-ju-bin-paris,Chinois,2
2532,Maison Nouilles,https://www.yelp.fr/biz/maison-nouilles-paris,Chinois,10
2533,Imperial Treasure,https://www.yelp.fr/biz/imperial-treasure-paris,Chinois,1
2534,New China Town,https://www.yelp.fr/biz/new-china-town-paris,Chinois,7
2535,La Cascade,https://www.yelp.fr/biz/la-cascade-paris-2,Chinois,1
2536,Tang Gourmet,https://www.yelp.fr/biz/tang-gourmet-paris,Chinois,10
2537,Délice de Charenton,https://www.yelp.fr/biz/d%C3%A9lice-de-charenton-paris-2,Chinois,1
2538,Royal Lecourbe,https://www.yelp.fr/biz/royal-lecourbe-paris,Chinois,7
2539,Phu Ket,https://www.yelp.fr/biz/phu-ket-paris,Chinois,7
2540,La Cité Impériale,https://www.yelp.fr/biz/la-cit%C3%A9-imp%C3%A9riale-paris,Chinois,2
2541,Maison du Délice,https://www.yelp.fr/biz/maison-du-d%C3%A9lice-paris-3,Chinois,2
2542,Nanchang,https://www.yelp.fr/biz/nanchang-paris,Chinois,15
2543,L’Optimum,https://www.yelp.fr/biz/l-optimum-paris,Chinois,1
2544,Fujia,https://www.yelp.fr/biz/fujia-paris,Chinois,1
2545,Heng Long,https://www.yelp.fr/biz/heng-long-paris,Chinois,1
2546,Wan Li,https://www.yelp.fr/biz/wan-li-paris,Chinois,1
2547,La Rose de Sommerard,https://www.yelp.fr/biz/la-rose-de-sommerard-paris,Chinois,10
2548,Délices de Shangaï,https://www.yelp.fr/biz/d%C3%A9lices-de-shanga%C3%AF-paris-4,Chinois,2
2549,Le Jardin de Chine,https://www.yelp.fr/biz/le-jardin-de-chine-paris,Chinois,1
2550,Nouilles Vivantes,https://www.yelp.fr/biz/nouilles-vivantes-paris,Chinois,4
2551,Restaurant La Chine 1,https://www.yelp.fr/biz/restaurant-la-chine-1-paris,Chinois,7
2552,Le TIGrr,https://www.yelp.fr/biz/le-tigrr-paris,Chinois,1
2553,Spring Rolls,https://www.yelp.fr/biz/spring-rolls-paris,Chinois,4
2555,Tanoshii,https://www.yelp.fr/biz/tanoshii-paris,Chinois,1
2556,Li Yuan,https://www.yelp.fr/biz/li-yuan-paris-4,Chinois,1
2557,Missada,https://www.yelp.fr/biz/missada-paris-2,Chinois,3
2559,Le Mileno,https://www.yelp.fr/biz/le-mileno-paris,Chinois,4
2560,Ravioli Nord-Est,https://www.yelp.fr/biz/ravioli-nord-est-paris,Chinois,20
2561,Mei Xi,https://www.yelp.fr/biz/mei-xi-paris,Chinois,15
2562,La Muraille d’Or,https://www.yelp.fr/biz/la-muraille-d-or-paris,Chinois,3
2563,Pavillon de Hang Chow,https://www.yelp.fr/biz/pavillon-de-hang-chow-paris,Chinois,14
2564,Koyi,https://www.yelp.fr/biz/koyi-paris,Chinois,1
2565,Traiteur Chinois Ji Li,https://www.yelp.fr/biz/traiteur-chinois-ji-li-paris,Chinois,1
2566,Samiin,https://www.yelp.fr/biz/samiin-paris-2,Chinois,1
2567,Mandarin Dunois,https://www.yelp.fr/biz/mandarin-dunois-paris,Chinois,8
2568,La Fontaine de Jade,https://www.yelp.fr/biz/la-fontaine-de-jade-paris,Chinois,12
2569,Mido,https://www.yelp.fr/biz/mido-paris,Chinois,4
2570,China,https://www.yelp.fr/biz/china-paris-2,Chinois,22
2571,Jin Xin Lou,https://www.yelp.fr/biz/jin-xin-lou-paris,Chinois,3
2572,Le Royal,https://www.yelp.fr/biz/le-royal-paris-6,Chinois,1
2573,Le Pont de Yunnan,https://www.yelp.fr/biz/le-pont-de-yunnan-paris,Chinois,11
2574,Mandarin de Paris,https://www.yelp.fr/biz/mandarin-de-paris-paris,Chinois,5
2576,Le Diamant Rose,https://www.yelp.fr/biz/le-diamant-rose-paris,Chinois,7
2577,Tomiki,https://www.yelp.fr/biz/tomiki-paris,Chinois,1
2578,L’Art du Ravioli,https://www.yelp.fr/biz/l-art-du-ravioli-paris,Chinois,15
2579,Mi Ranchito Paisa,https://www.yelp.fr/biz/mi-ranchito-paisa-paris,Colombien,92
2580,La Fonda 2,https://www.yelp.fr/biz/la-fonda-2-paris,Colombien,1
2581,Casa Dagusto,https://www.yelp.fr/biz/casa-dagusto-paris,Colombien,6
2582,La Tabernita,https://www.yelp.fr/biz/la-tabernita-paris,Colombien,3
2583,Fils du Soleil,https://www.yelp.fr/biz/fils-du-soleil-paris-2,Colombien,48
2585,Sabroso,https://www.yelp.fr/biz/sabroso-paris,Colombien,2
2586,Con Amor,https://www.yelp.fr/biz/con-amor-vanves,Colombien,1
2591,Le Village Corse,https://www.yelp.fr/biz/le-village-corse-paris-2,Corse,5
2592,L’Alivi,https://www.yelp.fr/biz/l-alivi-paris-2,Corse,126
2593,La Villa Corse,https://www.yelp.fr/biz/la-villa-corse-paris,Corse,110
2594,A Cursita,https://www.yelp.fr/biz/a-cursita-paris,Corse,2
2595,Le Leopold,https://www.yelp.fr/biz/le-leopold-paris,Corse,6
2596,L’Accent Corse,https://www.yelp.fr/biz/l-accent-corse-paris,Corse,1
2597,Le Cosi,https://www.yelp.fr/biz/le-cosi-paris,Corse,48
2598,Le 21,https://www.yelp.fr/biz/le-21-paris,Corse,11
2599,Chez Minnà,https://www.yelp.fr/biz/chez-minn%C3%A0-paris-2,Corse,7
2600,L’Orriu Di Beauvau,https://www.yelp.fr/biz/l-orriu-di-beauvau-paris-2,Corse,1
2601,Papacionu,https://www.yelp.fr/biz/papacionu-paris-2,Corse,51
2602,À la Main,https://www.yelp.fr/biz/%C3%A0-la-main-paris-3,Corse,3
2603,A la Châtaigne,https://www.yelp.fr/biz/a-la-ch%C3%A2taigne-paris-2,Corse,20
2604,Pinzuti,https://www.yelp.fr/biz/pinzuti-paris,Corse,1
2605,La Souris Verte,https://www.yelp.fr/biz/la-souris-verte-paris,Corse,13
2609,Crêperie Saint Eustache,https://www.yelp.fr/biz/cr%C3%AAperie-saint-eustache-paris-2,Crêperies,49
2610,La Crêperie de Josselin,https://www.yelp.fr/biz/la-cr%C3%AAperie-de-josselin-paris,Crêperies,418
2611,An Heol,https://www.yelp.fr/biz/an-heol-paris,Crêperies,1
2612,Crêperie Paris Montorgueil,https://www.yelp.fr/biz/cr%C3%AAperie-paris-montorgueil-paris-2,Crêperies,10
2613,Little Breizh,https://www.yelp.fr/biz/little-breizh-paris,Crêperies,206
2614,la crêperie,https://www.yelp.fr/biz/la-cr%C3%AAperie-paris-12,Crêperies,71
2615,Crêperie Elo,https://www.yelp.fr/biz/cr%C3%AAperie-elo-paris-3,Crêperies,18
2616,La Petite Bretonne,https://www.yelp.fr/biz/la-petite-bretonne-paris-2,Crêperies,30
2618,La Crêperie Bretonne,https://www.yelp.fr/biz/la-cr%C3%AAperie-bretonne-paris-3,Crêperies,90
2619,La Crème de Paris,https://www.yelp.fr/biz/la-cr%C3%A8me-de-paris-paris,Crêperies,124
2620,Ar Poul Gwen,https://www.yelp.fr/biz/ar-poul-gwen-paris,Crêperies,50
2621,Au Beurre Salé,https://www.yelp.fr/biz/au-beurre-sal%C3%A9-paris,Crêperies,9
2622,Blün,https://www.yelp.fr/biz/bl%C3%BCn-paris,Crêperies,6
2623,Princess Crêpe,https://www.yelp.fr/biz/princess-cr%C3%AApe-paris-2,Crêperies,68
2624,La Crêpe Rit du Clown,https://www.yelp.fr/biz/la-cr%C3%AApe-rit-du-clown-paris-2,Crêperies,51
2625,Crêperie Framboise Louvre Saint-Honoré,https://www.yelp.fr/biz/cr%C3%AAperie-framboise-louvre-saint-honor%C3%A9-paris,Crêperies,47
2626,Crêperie Paris Breizh,https://www.yelp.fr/biz/cr%C3%AAperie-paris-breizh-paris-4,Crêperies,12
2627,Crêperie des Pêcheurs,https://www.yelp.fr/biz/cr%C3%AAperie-des-p%C3%AAcheurs-paris-4,Crêperies,2
2628,Lulu La Nantaise,https://www.yelp.fr/biz/lulu-la-nantaise-paris,Crêperies,32
2629,Crêperie Traditionnelle,https://www.yelp.fr/biz/cr%C3%AAperie-traditionnelle-paris-7,Crêperies,63
2630,Oroyona,https://www.yelp.fr/biz/oroyona-paris,Crêperies,43
2631,Le Cidre d’Or,https://www.yelp.fr/biz/le-cidre-d-or-paris,Crêperies,2
2632,Le Petite Bretonne,https://www.yelp.fr/biz/le-petite-bretonne-paris,Crêperies,7
2633,Crêperie Saint-Honoré,https://www.yelp.fr/biz/cr%C3%AAperie-saint-honor%C3%A9-paris-2,Crêperies,24
2635,Crêperie Suzette,https://www.yelp.fr/biz/cr%C3%AAperie-suzette-paris-2,Crêperies,74
2636,À l’Ancienne,https://www.yelp.fr/biz/%C3%A0-l-ancienne-paris-2,Crêperies,2
2637,Galette Café,https://www.yelp.fr/biz/galette-caf%C3%A9-paris-4,Crêperies,108
2638,Creperié Odéon,https://www.yelp.fr/biz/creperi%C3%A9-od%C3%A9on-paris,Crêperies,1
2639,Chez Imogène,https://www.yelp.fr/biz/chez-imog%C3%A8ne-paris-2,Crêperies,102
2640,Crêperie Genia,https://www.yelp.fr/biz/cr%C3%AAperie-genia-paris-4,Crêperies,44
2642,La Petite Crêperie,https://www.yelp.fr/biz/la-petite-cr%C3%AAperie-paris,Crêperies,6
2644,Crêperie Bretonne Fleurie,https://www.yelp.fr/biz/cr%C3%AAperie-bretonne-fleurie-paris-3,Crêperies,54
2645,Crêperie la Sabliere,https://www.yelp.fr/biz/cr%C3%AAperie-la-sabliere-paris-2,Crêperies,1
2646,Brutus,https://www.yelp.fr/biz/brutus-paris-2,Crêperies,5
2647,Crêperie Framboise Passy-Trocadéro,https://www.yelp.fr/biz/cr%C3%AAperie-framboise-passy-trocad%C3%A9ro-paris-4,Crêperies,63
2648,Maison Belleguic,https://www.yelp.fr/biz/maison-belleguic-paris,Crêperies,1
2649,Les Frères Bretons,https://www.yelp.fr/biz/les-fr%C3%A8res-bretons-paris,Crêperies,19
2650,Tanguy,https://www.yelp.fr/biz/tanguy-paris,Crêperies,1
2651,Crêperie de la Pomme d’Amour,https://www.yelp.fr/biz/cr%C3%AAperie-de-la-pomme-d-amour-paris-2,Crêperies,1
2652,Crêperie Armoric Saveurs,https://www.yelp.fr/biz/cr%C3%AAperie-armoric-saveurs-paris-2,Crêperies,9
2653,Crêperie Beaubourg,https://www.yelp.fr/biz/cr%C3%AAperie-beaubourg-paris-4,Crêperies,67
2654,Au Soleil d’Austerlitz,https://www.yelp.fr/biz/au-soleil-d-austerlitz-paris-2,Crêperies,3
2655,La Crêperie,https://www.yelp.fr/biz/la-cr%C3%AAperie-paris-9,Crêperies,91
2656,Des Crêpes et des Cailles,https://www.yelp.fr/biz/des-cr%C3%AApes-et-des-cailles-paris-2,Crêperies,29
2657,Les Embruns,https://www.yelp.fr/biz/les-embruns-paris-2,Crêperies,64
2658,La Sablière,https://www.yelp.fr/biz/la-sabli%C3%A8re-paris,Crêperies,5
2659,Chez Georges,https://www.yelp.fr/biz/chez-georges-paris-5,Crêperies,23
2660,142 Crêperie Contemporaine,https://www.yelp.fr/biz/142-cr%C3%AAperie-contemporaine-paris-3,Crêperies,121
2661,Crêperie Elo,https://www.yelp.fr/biz/cr%C3%AAperie-elo-paris-2,Crêperies,5
2662,Crêperie Brocéliande,https://www.yelp.fr/biz/cr%C3%AAperie-broc%C3%A9liande-paris-2,Crêperies,116
2663,La Bonbonnière,https://www.yelp.fr/biz/la-bonbonni%C3%A8re-paris,Crêperies,3
2664,Au P’tit Grec,https://www.yelp.fr/biz/au-p-tit-grec-paris-2,Crêperies,210
2665,Caramel Sarrasin,https://www.yelp.fr/biz/caramel-sarrasin-paris,Crêperies,33
2666,La Belle Ronde,https://www.yelp.fr/biz/la-belle-ronde-paris,Crêperies,68
2667,La Crêpe Dentelle,https://www.yelp.fr/biz/la-cr%C3%AApe-dentelle-paris-2,Crêperies,44
2668,Les Docks 13/14,https://www.yelp.fr/biz/les-docks-13-14-paris,Crêperies,2
2669,Chez Fabienne,https://www.yelp.fr/biz/chez-fabienne-paris,Crêperies,3
2670,Crêperie l’Hermine,https://www.yelp.fr/biz/cr%C3%AAperie-l-hermine-paris-4,Crêperies,1
2671,Midi12,https://www.yelp.fr/biz/midi12-paris,Crêperies,19
2672,Coffee Crêpes,https://www.yelp.fr/biz/coffee-cr%C3%AApes-paris-2,Crêperies,38
2673,Chez Germain,https://www.yelp.fr/biz/chez-germain-paris,Crêperies,5
2674,Crêperie à l’Ouest,https://www.yelp.fr/biz/cr%C3%AAperie-%C3%A0-l-ouest-paris,Crêperies,3
2675,Creperie O’regal Valengaux,https://www.yelp.fr/biz/creperie-o-regal-valengaux-paris,Crêperies,5
2676,Blé Noir,https://www.yelp.fr/biz/bl%C3%A9-noir-paris-2,Crêperies,1
2677,Le Cap Breton,https://www.yelp.fr/biz/le-cap-breton-paris-4,Crêperies,13
2678,Le Fournil,https://www.yelp.fr/biz/le-fournil-paris-2,Crêperies,26
2679,Le Petit Josselin,https://www.yelp.fr/biz/le-petit-josselin-paris-2,Crêperies,78
2680,Divin’ Art,https://www.yelp.fr/biz/divin-art-paris,Crêperies,11
2682,Biosphère Café,https://www.yelp.fr/biz/biosph%C3%A8re-caf%C3%A9-paris-2,Crêperies,38
2683,Crêperie Pen Ty,https://www.yelp.fr/biz/cr%C3%AAperie-pen-ty-paris,Crêperies,40
2684,Gigi,https://www.yelp.fr/biz/gigi-paris-3,Crêperies,19
2685,Lucette fait des Crêpes,https://www.yelp.fr/biz/lucette-fait-des-cr%C3%AApes-paris-3,Crêperies,19
2686,Fricotin,https://www.yelp.fr/biz/fricotin-paris,Crêperies,5
2687,Crep’s Crew,https://www.yelp.fr/biz/creps-crew-paris,Crêperies,17
2688,Mamy Crêpe,https://www.yelp.fr/biz/mamy-cr%C3%AApe-paris-2,Crêperies,46
2689,Boogy’s,https://www.yelp.fr/biz/boogys-paris,Crêperies,1
2690,Sur la Route de Plouescat,https://www.yelp.fr/biz/sur-la-route-de-plouescat-paris,Crêperies,53
2691,Crêperie Saint André des Arts,https://www.yelp.fr/biz/cr%C3%AAperie-saint-andr%C3%A9-des-arts-paris-4,Crêperies,23
2692,Crêperie Parisienne,https://www.yelp.fr/biz/cr%C3%AAperie-parisienne-paris,Crêperies,7
2693,Chez Suzette,https://www.yelp.fr/biz/chez-suzette-paris-3,Crêperies,13
2694,Happy Caffé,https://www.yelp.fr/biz/happy-caff%C3%A9-paris-2,Crêperies,54
2695,La Sarrasine,https://www.yelp.fr/biz/la-sarrasine-paris,Crêperies,9
2696,MARDI Crêperie Urbaine,https://www.yelp.fr/biz/mardi-cr%C3%AAperie-urbaine-paris-3,Crêperies,5
2697,La Cabane Gourmande,https://www.yelp.fr/biz/la-cabane-gourmande-paris,Crêperies,4
2698,La Crêperie,https://www.yelp.fr/biz/la-cr%C3%AAperie-paris-3,Crêperies,15
2699,Royal Crêpe,https://www.yelp.fr/biz/royal-cr%C3%AApe-paris,Crêperies,9
2701,Chez Suzette,https://www.yelp.fr/biz/chez-suzette-paris-05,Crêperies,30
2702,La Cidrerie du Marais,https://www.yelp.fr/biz/la-cidrerie-du-marais-paris,Crêperies,26
2703,Le Pot O’ Lait,https://www.yelp.fr/biz/le-pot-o-lait-paris,Crêperies,40
2704,Crêperie du Café de la Place,https://www.yelp.fr/biz/cr%C3%AAperie-du-caf%C3%A9-de-la-place-paris,Crêperies,3
2705,Crêpes Show,https://www.yelp.fr/biz/cr%C3%AApes-show-paris,Crêperies,20
2706,La Bigoudene,https://www.yelp.fr/biz/la-bigoudene-paris,Crêperies,14
2708,Crêperie Ty Fanch,https://www.yelp.fr/biz/cr%C3%AAperie-ty-fanch-paris,Crêperies,2
2709,La Gavotte,https://www.yelp.fr/biz/la-gavotte-paris,Crêperies,6
2710,Breizh Café,https://www.yelp.fr/biz/breizh-caf%C3%A9-paris-5,Crêperies,33
2711,Crêperie le Crépuscule,https://www.yelp.fr/biz/cr%C3%AAperie-le-cr%C3%A9puscule-paris-3,Crêperies,70
2712,Crêperie Balard,https://www.yelp.fr/biz/cr%C3%AAperie-balard-paris-5,Crêperies,1
2713,Marche ou Crêpe,https://www.yelp.fr/biz/marche-ou-cr%C3%AApe-paris-4,Crêperies,10
2714,Ti Jos,https://www.yelp.fr/biz/ti-jos-paris,Crêperies,26
2715,Crêperie de Plougastel,https://www.yelp.fr/biz/cr%C3%AAperie-de-plougastel-paris-2,Crêperies,49
2716,Crêperie des Canettes,https://www.yelp.fr/biz/cr%C3%AAperie-des-canettes-paris-4,Crêperies,71
2717,La Cuillère en Bois,https://www.yelp.fr/biz/la-cuill%C3%A8re-en-bois-paris-4,Crêperies,24
2718,Crêpe Coeur,https://www.yelp.fr/biz/cr%C3%AApe-coeur-paris-3,Crêperies,10
2720,A l’Etoile d’Or,https://www.yelp.fr/biz/a-l-etoile-d-or-paris-2,Crêperies,27
2721,Les Galandines,https://www.yelp.fr/biz/les-galandines-paris-2,Crêperies,13
2722,Krêp,https://www.yelp.fr/biz/kr%C3%AAp-paris-4,Crêperies,26
2723,La Creperie Qui Fait l’Angle,https://www.yelp.fr/biz/la-creperie-qui-fait-l-angle-paris-2,Crêperies,1
2724,Le Chalet du 8ème,https://www.yelp.fr/biz/le-chalet-du-8%C3%A8me-paris-4,Crêperies,96
2725,La Bolée,https://www.yelp.fr/biz/la-bol%C3%A9e-paris-4,Crêperies,1
2726,All Star Food,https://www.yelp.fr/biz/all-star-food-paris-2,Crêperies,2
2727,La Droguerie du Marais,https://www.yelp.fr/biz/la-droguerie-du-marais-paris,Crêperies,213
2728,Chez Suzette,https://www.yelp.fr/biz/chez-suzette-paris-4,Crêperies,11
2729,Crêperie Génia,https://www.yelp.fr/biz/cr%C3%AAperie-g%C3%A9nia-paris-2,Crêperies,10
2730,Le Crep’uscule,https://www.yelp.fr/biz/le-crep-uscule-paris,Crêperies,22
2731,Les Bigoudènes à Paris,https://www.yelp.fr/biz/les-bigoud%C3%A8nes-%C3%A0-paris-paris,Crêperies,3
2732,Le Ptit Hugo,https://www.yelp.fr/biz/le-ptit-hugo-paris,Crêperies,17
2733,Chez Jeanne,https://www.yelp.fr/biz/chez-jeanne-paris,Crêperies,4
2734,Crêpes Company,https://www.yelp.fr/biz/cr%C3%AApes-company-paris,Crêperies,3
2735,La Baraque à crêpes,https://www.yelp.fr/biz/la-baraque-%C3%A0-cr%C3%AApes-paris-2,Crêperies,1
2736,Framboise Grands Boulevards,https://www.yelp.fr/biz/framboise-grands-boulevards-paris-2,Crêperies,2
2737,Ty Billig,https://www.yelp.fr/biz/ty-billig-paris,Crêperies,11
2738,Restaurant Le Saint Jacques,https://www.yelp.fr/biz/restaurant-le-saint-jacques-paris,Crêperies,3
2739,Crêperie l’Authentique Bretonne,https://www.yelp.fr/biz/cr%C3%AAperie-l-authentique-bretonne-paris,Crêperies,4
2740,Fête à Crêpe Châtelet,https://www.yelp.fr/biz/f%C3%AAte-%C3%A0-cr%C3%AApe-ch%C3%A2telet-paris,Crêperies,2
2741,Crêpes City,https://www.yelp.fr/biz/cr%C3%AApes-city-paris-2,Crêperies,5
2742,Crêperie Aria,https://www.yelp.fr/biz/cr%C3%AAperie-aria-paris-2,Crêperies,1
2743,L’Atelier,https://www.yelp.fr/biz/l-atelier-paris-26,Crêperies,10
